Time,Power
03-16-01:56:51,94.25
03-16-01:57:11,94.25
03-16-01:57:31,94.5
03-16-01:57:51,94.25
03-16-01:58:11,94.25
03-16-01:58:31,94.25
03-16-01:58:51,94.5
03-16-01:59:11,94.5
03-16-01:59:31,94.25
03-16-01:59:51,94.25
03-16-02:00:11,94.25
03-16-02:00:31,94.25
03-16-02:00:51,94.25
03-16-02:01:11,94.25
03-16-02:01:31,94
03-16-02:01:51,94.5
03-16-02:02:11,94
03-16-02:02:31,94.25
03-16-02:02:51,94.5
03-16-02:03:11,94.25
03-16-02:03:31,94
03-16-02:03:51,94.5
03-16-02:04:11,94.5
03-16-02:04:31,94.25
03-16-02:04:51,94.25
03-16-02:05:11,94.25
03-16-02:05:32,94.25
03-16-02:05:52,94.25
03-16-02:06:11,94
03-16-02:06:32,94.25
03-16-02:06:52,94.5
03-16-02:07:12,94.25
03-16-02:07:32,94.25
03-16-02:07:52,94.75
03-16-02:08:12,94.25
03-16-02:08:32,94.25
03-16-02:08:52,94.25
03-16-02:09:12,94.25
03-16-02:09:32,94.25
03-16-02:09:52,94.25
03-16-02:10:12,94.5
03-16-02:10:32,94.25
03-16-02:10:52,94.25
03-16-02:11:12,94.25
03-16-02:11:32,94.25
03-16-02:11:52,94.25
03-16-02:12:12,94
03-16-02:12:32,94.25
03-16-02:12:52,94.25
03-16-02:13:12,94
03-16-02:13:32,94.5
03-16-02:13:52,94.25
03-16-02:14:12,94.25
03-16-02:14:32,95
03-16-02:14:52,95
03-16-02:15:12,95.75
03-16-02:15:32,95.75
03-16-02:15:52,95.75
03-16-02:16:12,95.75
03-16-02:16:32,95.75
03-16-02:16:52,95.75
03-16-02:17:12,95.25
03-16-02:17:32,96
03-16-02:17:52,96.25
03-16-02:18:12,95.5
03-16-02:18:32,96
03-16-02:18:52,96.25
03-16-02:19:12,96.5
03-16-02:19:32,96
03-16-02:19:53,96
03-16-02:20:12,95.75
03-16-02:20:32,95.75
03-16-02:20:53,95.5
03-16-02:21:13,95
03-16-02:21:32,95.25
03-16-02:21:52,95
03-16-02:22:13,95.25
03-16-02:22:32,95.25
03-16-02:22:52,95.25
03-16-02:23:13,95
03-16-02:23:33,95.25
03-16-02:23:52,95
03-16-02:24:13,95
03-16-02:24:33,95
03-16-02:24:52,95
03-16-02:25:13,95
03-16-02:25:33,95
03-16-02:25:53,95.5
03-16-02:26:13,95
03-16-02:26:33,95
03-16-02:26:53,95
03-16-02:27:13,95
03-16-02:27:33,94.75
03-16-02:27:53,94.5
03-16-02:28:13,94.25
03-16-02:28:33,94.5
03-16-02:28:53,94.25
03-16-02:29:13,94.25
03-16-02:29:33,94.25
03-16-02:29:53,94.25
03-16-02:30:13,94.25
03-16-02:30:33,94.5
03-16-02:30:53,94.25
03-16-02:31:13,94.25
03-16-02:31:33,94.25
03-16-02:31:53,94.75
03-16-02:32:13,94.25
03-16-02:32:33,94.25
03-16-02:32:53,94.25
03-16-02:33:13,94.25
03-16-02:33:33,94.75
03-16-02:33:53,94.5
03-16-02:34:13,94.25
03-16-02:34:33,94.5
03-16-02:34:53,94.5
03-16-02:35:13,94
03-16-02:35:33,95
03-16-02:35:53,95.25
03-16-02:36:13,95
03-16-02:36:33,95.25
03-16-02:36:53,95
03-16-02:37:13,95
03-16-02:37:33,95.25
03-16-02:37:53,95
03-16-02:38:13,94.75
03-16-02:38:33,94.5
03-16-02:38:53,94.5
03-16-02:39:13,94
03-16-02:39:33,94
03-16-02:39:53,94.25
03-16-02:40:13,94.25
03-16-02:40:33,94.25
03-16-02:40:54,94.5
03-16-02:41:13,94.25
03-16-02:41:33,94
03-16-02:41:54,94.25
03-16-02:42:14,94.5
03-16-02:42:34,94.75
03-16-02:42:54,95.25
03-16-02:43:14,95
03-16-02:43:34,95
03-16-02:43:54,95
03-16-02:44:14,95.25
03-16-02:44:34,95
03-16-02:44:54,95
03-16-02:45:14,95.25
03-16-02:45:34,95
03-16-02:45:54,95
03-16-02:46:14,95
03-16-02:46:34,95.25
03-16-02:46:54,95
03-16-02:47:14,95
03-16-02:47:34,95
03-16-02:47:54,95
03-16-02:48:14,95
03-16-02:48:34,95
03-16-02:48:54,95
03-16-02:49:14,95.25
03-16-02:49:34,95
03-16-02:49:54,95.25
03-16-02:50:14,95
03-16-02:50:54,95.25
03-16-02:51:14,95
03-16-02:51:34,102.5
03-16-02:51:39,100
03-16-02:51:54,98.75
03-16-02:52:14,98.5
03-16-02:52:34,97.25
03-16-02:52:54,96.5
03-16-02:53:14,95.5
03-16-02:53:34,95
03-16-02:53:54,94.75
03-16-02:54:14,94.25
03-16-02:54:34,94.5
03-16-02:54:54,94.25
03-16-02:55:14,94.25
03-16-02:55:34,94.25
03-16-02:55:54,94.25
03-16-02:56:14,94.25
03-16-02:56:34,94
03-16-02:56:54,94.5
03-16-02:57:14,94.5
03-16-02:57:34,94
03-16-02:57:54,94.25
03-16-02:58:14,94
03-16-02:58:35,94.25
03-16-02:58:54,94.25
03-16-02:59:14,94.25
03-16-02:59:34,94.25
03-16-02:59:55,94.75
03-16-03:00:15,95.5
03-16-03:00:35,95.75
03-16-03:00:55,95.25
03-16-03:01:14,95
03-16-03:01:35,94.75
03-16-03:01:55,94.5
03-16-03:02:15,95
03-16-03:02:35,95
03-16-03:02:55,95.5
03-16-03:03:17,95
03-16-03:03:34,95
03-16-03:03:54,95.25
03-16-03:04:14,95
03-16-03:04:34,96
03-16-03:04:54,96.75
03-16-03:05:14,96.25
03-16-03:05:34,95.75
03-16-03:05:54,95
03-16-03:06:14,95.25
03-16-03:06:34,95
03-16-03:06:54,95
03-16-03:07:14,95.25
03-16-03:07:34,95.25
03-16-03:07:54,95
03-16-03:08:14,96
03-16-03:08:34,96
03-16-03:08:54,95.75
03-16-03:09:14,95
03-16-03:09:34,95.75
03-16-03:09:54,95
03-16-03:10:14,95.5
03-16-03:10:34,95
03-16-03:10:54,95.25
03-16-03:11:14,95
03-16-03:11:34,95
03-16-03:11:54,95.25
03-16-03:12:14,95.25
03-16-03:12:34,95
03-16-03:12:55,95
03-16-03:13:14,96.5
03-16-03:13:34,97.5
03-16-03:13:55,98
03-16-03:14:14,97.5
03-16-03:14:34,96.5
03-16-03:14:55,96
03-16-03:15:15,95.75
03-16-03:15:34,95
03-16-03:15:55,95.25
03-16-03:16:15,94.75
03-16-03:16:35,94
03-16-03:16:55,94.25
03-16-03:17:15,94.25
03-16-03:17:35,94
03-16-03:17:55,94.25
03-16-03:18:15,94
03-16-03:18:35,94.25
03-16-03:18:55,94
03-16-03:19:15,94
03-16-03:19:35,94.5
03-16-03:19:55,94.5
03-16-03:20:15,94.25
03-16-03:20:35,94.25
03-16-03:20:55,94.25
03-16-03:21:15,94.25
03-16-03:21:35,94.5
03-16-03:21:55,94.25
03-16-03:22:15,94.25
03-16-03:22:35,94.25
03-16-03:22:55,94.25
03-16-03:23:15,94.25
03-16-03:23:35,94.5
03-16-03:23:55,94.5
03-16-03:24:15,94.25
03-16-03:24:35,94.5
03-16-03:24:55,94.25
03-16-03:25:15,94.5
03-16-03:25:35,94.25
03-16-03:25:55,94.25
03-16-03:26:15,94.5
03-16-03:26:35,94.5
03-16-03:26:56,94
03-16-03:27:15,94.25
03-16-03:27:35,95
03-16-03:27:55,95.25
03-16-03:28:15,95.75
03-16-03:28:35,95.75
03-16-03:28:55,95
03-16-03:29:15,95.5
03-16-03:29:35,95.25
03-16-03:29:55,95
03-16-03:30:15,95
03-16-03:30:35,95
03-16-03:30:55,95
03-16-03:31:15,95.25
03-16-03:31:35,95.25
03-16-03:31:57,95
03-16-03:32:17,95.25
03-16-03:32:37,95
03-16-03:32:56,95
03-16-03:33:17,95
03-16-03:33:37,95
03-16-03:33:57,95
03-16-03:34:17,95.25
03-16-03:34:36,95.5
03-16-03:34:57,95
03-16-03:35:17,95.25
03-16-03:35:37,95.25
03-16-03:35:57,95.25
03-16-03:36:17,95.5
03-16-03:36:37,95
03-16-03:36:57,94.75
03-16-03:37:17,94.25
03-16-03:37:37,94.25
03-16-03:37:57,94.5
03-16-03:38:17,94.25
03-16-03:38:37,94.25
03-16-03:38:57,94.5
03-16-03:39:17,94.5
03-16-03:39:37,94.5
03-16-03:39:57,94.25
03-16-03:40:17,94.25
03-16-03:40:37,94.5
03-16-03:40:57,94.5
03-16-03:41:17,94.5
03-16-03:41:37,94.25
03-16-03:41:58,94
03-16-03:42:17,94.25
03-16-03:42:37,94.25
03-16-03:42:57,94.75
03-16-03:43:17,94.25
03-16-03:43:37,94.25
03-16-03:43:57,94.25
03-16-03:44:17,94.25
03-16-03:44:37,94.5
03-16-03:44:57,94.25
03-16-03:45:17,94.25
03-16-03:45:37,94.5
03-16-03:45:57,94.25
03-16-03:46:17,94.5
03-16-03:46:37,94.5
03-16-03:46:58,94.25
03-16-03:47:18,94.25
03-16-03:47:37,95.5
03-16-03:47:57,95.25
03-16-03:48:18,95
03-16-03:48:37,95
03-16-03:48:57,95
03-16-03:49:18,95.25
03-16-03:49:38,95.25
03-16-03:49:58,95
03-16-03:50:17,94.75
03-16-03:50:38,94.25
03-16-03:50:57,94.25
03-16-03:51:18,94
03-16-03:51:38,95
03-16-03:51:58,95
03-16-03:52:18,95
03-16-03:52:38,95
03-16-03:52:58,95
03-16-03:53:18,95
03-16-03:53:38,95
03-16-03:53:58,95
03-16-03:54:18,95
03-16-03:54:38,95.75
03-16-03:54:58,95
03-16-03:55:18,95
03-16-03:55:38,95.25
03-16-03:55:58,95.25
03-16-03:56:18,95
03-16-03:56:38,95
03-16-03:56:58,95
03-16-03:57:18,95
03-16-03:57:38,95
03-16-03:57:58,95
03-16-03:58:18,95
03-16-03:58:38,95
03-16-03:58:58,95
03-16-03:59:18,95.25
03-16-03:59:38,96
03-16-03:59:58,95.75
03-16-04:00:18,95
03-16-04:00:38,95.5
03-16-04:00:58,95
03-16-04:01:18,95
03-16-04:01:58,95.25
03-16-04:02:09,95
03-16-04:02:36,95.25
03-16-04:02:38,96
03-16-04:02:58,96
03-16-04:03:18,95.75
03-16-04:03:38,95
03-16-04:03:58,95
03-16-04:04:18,95
03-16-04:04:38,95.25
03-16-04:04:58,95
03-16-04:05:19,95
03-16-04:05:39,94.75
03-16-04:05:58,94.5
03-16-04:06:18,94.25
03-16-04:06:39,94.25
03-16-04:06:58,94.5
03-16-04:07:18,94.25
03-16-04:07:39,94.75
03-16-04:07:59,94.5
03-16-04:08:18,94.25
03-16-04:08:39,94.5
03-16-04:08:59,94.25
03-16-04:09:19,95
03-16-04:09:39,96.75
03-16-04:09:59,96
03-16-04:10:19,96.5
03-16-04:10:39,96.25
03-16-04:10:59,96
03-16-04:11:19,95.75
03-16-04:11:39,95
03-16-04:11:59,95
03-16-04:12:19,95
03-16-04:12:39,96
03-16-04:12:59,96
03-16-04:13:19,95.75
03-16-04:13:39,95.75
03-16-04:13:59,95
03-16-04:14:19,95.25
03-16-04:14:39,96
03-16-04:14:59,95.75
03-16-04:15:19,95
03-16-04:15:39,95.5
03-16-04:15:59,95.25
03-16-04:16:19,95
03-16-04:16:39,95.5
03-16-04:16:59,95.25
03-16-04:17:19,94.75
03-16-04:17:39,95
03-16-04:17:59,95
03-16-04:18:19,95.25
03-16-04:18:39,95.5
03-16-04:18:59,95.25
03-16-04:19:19,95
03-16-04:19:39,101.25
03-16-04:19:59,99.75
03-16-04:20:19,97.75
03-16-04:20:39,97.25
03-16-04:20:59,96.5
03-16-04:21:19,95.75
03-16-04:21:39,95.5
03-16-04:21:59,95.25
03-16-04:22:20,95
03-16-04:22:40,95
03-16-04:22:59,95
03-16-04:23:19,95.25
03-16-04:23:39,98.5
03-16-04:23:59,97.25
03-16-04:24:19,96.5
03-16-04:24:39,102
03-16-04:25:00,100.5
03-16-04:25:19,98.75
03-16-04:25:39,100.5
03-16-04:25:59,99.25
03-16-04:26:20,98.25
03-16-04:26:39,100.75
03-16-04:27:00,99
03-16-04:27:20,98.25
03-16-04:27:39,97.5
03-16-04:28:00,96.75
03-16-04:28:20,96.5
03-16-04:28:39,95.75
03-16-04:29:00,95.25
03-16-04:29:20,95
03-16-04:29:40,100
03-16-04:30:00,100
03-16-04:30:20,98.75
03-16-04:30:40,99.25
03-16-04:31:00,98.25
03-16-04:31:20,97.25
03-16-04:31:40,96.25
03-16-04:32:00,96
03-16-04:32:20,96
03-16-04:32:40,95.5
03-16-04:33:00,95
03-16-04:33:20,95
03-16-04:33:40,95.25
03-16-04:34:00,95.25
03-16-04:34:20,95.75
03-16-04:34:40,95.75
03-16-04:35:00,96
03-16-04:35:20,95.75
03-16-04:35:40,95.25
03-16-04:36:00,95
03-16-04:36:20,95.25
03-16-04:36:40,95.25
03-16-04:37:00,95.25
03-16-04:37:20,95
03-16-04:37:40,95
03-16-04:38:00,95
03-16-04:38:20,95
03-16-04:38:40,95.5
03-16-04:39:00,95.25
03-16-04:39:20,95
03-16-04:39:40,95
03-16-04:40:00,95.25
03-16-04:40:20,95
03-16-04:40:40,96
03-16-04:41:00,96.5
03-16-04:41:20,95.75
03-16-04:41:40,96.75
03-16-04:42:00,95.75
03-16-04:42:20,95
03-16-04:42:40,95.5
03-16-04:43:00,95
03-16-04:43:20,95.25
03-16-04:43:40,95.25
03-16-04:44:01,95.25
03-16-04:44:21,95.25
03-16-04:44:40,95
03-16-04:45:01,95.25
03-16-04:45:21,95.25
03-16-04:45:40,95.25
03-16-04:46:00,95.75
03-16-04:46:21,95.25
03-16-04:46:41,95.25
03-16-04:47:00,95
03-16-04:47:21,96
03-16-04:47:41,95.75
03-16-04:48:01,95.25
03-16-04:48:21,95
03-16-04:48:41,95.25
03-16-04:49:01,95.25
03-16-04:49:21,95
03-16-04:49:41,95
03-16-04:50:01,95.25
03-16-04:50:21,95
03-16-04:50:41,95.5
03-16-04:51:01,95
03-16-04:51:21,95.25
03-16-04:51:41,95
03-16-04:52:01,95
03-16-04:52:21,95
03-16-04:52:41,97.5
03-16-04:53:01,96.75
03-16-04:53:21,95.75
03-16-04:53:41,95
03-16-04:54:01,95
03-16-04:54:21,95
03-16-04:54:41,95.25
03-16-04:55:01,95.25
03-16-04:55:21,95
03-16-04:55:41,94.75
03-16-04:56:01,94.75
03-16-04:56:21,94
03-16-04:56:41,94.25
03-16-04:57:01,94.25
03-16-04:57:21,94.25
03-16-04:57:41,94.5
03-16-04:58:01,94.5
03-16-04:58:21,94
03-16-04:58:41,94.25
03-16-04:59:01,94
03-16-04:59:21,94.25
03-16-04:59:41,94.5
03-16-05:00:01,95
03-16-05:00:21,95
03-16-05:00:41,95.25
03-16-05:01:01,95.25
03-16-05:01:21,95
03-16-05:01:41,94.75
03-16-05:02:01,94.75
03-16-05:02:21,94.25
03-16-05:02:41,94.25
03-16-05:03:01,94.5
03-16-05:03:21,94.25
03-16-05:03:41,94.25
03-16-05:04:01,94.75
03-16-05:04:21,94.25
03-16-05:04:41,94
03-16-05:05:01,94.5
03-16-05:05:21,94.25
03-16-05:05:41,94
03-16-05:06:02,94.5
03-16-05:06:22,94.5
03-16-05:06:42,94.5
03-16-05:07:02,94.5
03-16-05:07:22,94.5
03-16-05:07:42,94.5
03-16-05:08:02,94.5
03-16-05:08:22,94.25
03-16-05:08:42,94.25
03-16-05:09:02,94.5
03-16-05:09:22,94.25
03-16-05:09:42,94.5
03-16-05:10:02,94.5
03-16-05:10:22,94
03-16-05:10:42,94.5
03-16-05:11:02,94.75
03-16-05:11:22,94.5
03-16-05:11:42,94.5
03-16-05:12:02,94.5
03-16-05:12:22,94.25
03-16-05:12:42,94.25
03-16-05:13:02,94.25
03-16-05:13:22,94
03-16-05:13:42,94.25
03-16-05:14:02,94.5
03-16-05:14:22,94.5
03-16-05:14:42,94.25
03-16-05:15:02,94.5
03-16-05:15:22,94
03-16-05:15:42,94.25
03-16-05:16:02,94.25
03-16-05:16:22,94.25
03-16-05:16:42,94.25
03-16-05:17:02,94.5
03-16-05:17:22,94.25
03-16-05:17:42,94
03-16-05:18:02,94.5
03-16-05:18:22,94.5
03-16-05:18:42,94.25
03-16-05:19:02,94.5
03-16-05:19:22,94.5
03-16-05:19:42,94.5
03-16-05:20:02,95
03-16-05:20:22,95.25
03-16-05:20:42,95.75
03-16-05:21:02,95.25
03-16-05:21:22,95
03-16-05:21:42,95
03-16-05:22:02,95.75
03-16-05:22:22,95.75
03-16-05:22:42,95
03-16-05:23:03,95.25
03-16-05:23:22,95.75
03-16-05:23:43,95
03-16-05:24:03,95.25
03-16-05:24:23,95
03-16-05:24:42,95.75
03-16-05:25:03,95.25
03-16-05:25:23,95
03-16-05:25:42,95.5
03-16-05:26:03,95.25
03-16-05:26:23,95.25
03-16-05:26:43,95
03-16-05:27:03,95.25
03-16-05:27:23,95
03-16-05:27:43,95
03-16-05:28:03,95.25
03-16-05:28:23,95.5
03-16-05:28:43,95.75
03-16-05:29:03,95
03-16-05:29:23,95
03-16-05:29:43,95
03-16-05:30:03,95
03-16-05:30:23,95
03-16-05:30:43,95
03-16-05:31:03,95
03-16-05:31:23,95
03-16-05:31:43,95.25
03-16-05:32:03,95
03-16-05:32:23,95.25
03-16-05:32:43,95.25
03-16-05:33:03,95
03-16-05:33:23,95.25
03-16-05:33:43,95
03-16-05:34:03,95
03-16-05:34:23,95.25
03-16-05:34:43,95.25
03-16-05:35:03,95
03-16-05:35:23,95.25
03-16-05:35:43,95.75
03-16-05:36:03,95
03-16-05:36:23,95.75
03-16-05:36:43,95.75
03-16-05:37:04,95
03-16-05:37:23,95.25
03-16-05:37:43,95.25
03-16-05:38:03,95.5
03-16-05:38:23,95.25
03-16-05:38:43,95.25
03-16-05:39:03,95.25
03-16-05:39:23,95.25
03-16-05:39:43,95
03-16-05:40:03,95
03-16-05:40:23,95.25
03-16-05:40:43,95.25
03-16-05:41:04,94.75
03-16-05:41:24,94.25
03-16-05:41:43,94.25
03-16-05:42:04,94.5
03-16-05:42:24,94.25
03-16-05:42:44,94.25
03-16-05:43:04,94.5
03-16-05:43:24,94.5
03-16-05:43:44,94
03-16-05:44:04,94.25
03-16-05:44:24,94.5
03-16-05:44:44,94.5
03-16-05:45:04,94.25
03-16-05:45:24,94.25
03-16-05:45:44,94.25
03-16-05:46:04,94.75
03-16-05:46:24,95
03-16-05:46:44,95
03-16-05:47:04,95
03-16-05:47:24,95
03-16-05:47:44,95
03-16-05:48:04,95
03-16-05:48:24,95
03-16-05:48:44,95
03-16-05:49:04,95
03-16-05:49:24,95
03-16-05:49:44,95
03-16-05:50:04,95
03-16-05:50:24,95
03-16-05:50:44,95.25
03-16-05:51:04,95.25
03-16-05:51:24,95.25
03-16-05:51:44,95
03-16-05:52:04,95
03-16-05:52:24,95
03-16-05:52:44,95.25
03-16-05:53:04,95
03-16-05:53:24,95.25
03-16-05:53:44,95
03-16-05:54:04,95
03-16-05:54:24,95
03-16-05:54:44,95
03-16-05:55:04,95.25
03-16-05:55:24,95.5
03-16-05:55:44,95.5
03-16-05:56:04,95
03-16-05:56:24,95.25
03-16-05:56:44,95
03-16-05:57:05,95
03-16-05:57:24,95.25
03-16-05:57:44,95.25
03-16-05:58:04,95
03-16-05:58:25,96
03-16-05:58:44,95.75
03-16-05:59:04,95
03-16-05:59:24,95
03-16-05:59:45,95.25
03-16-06:00:05,95
03-16-06:00:25,95
03-16-06:00:44,95
03-16-06:01:05,94.75
03-16-06:01:24,94
03-16-06:01:45,94.25
03-16-06:02:05,95
03-16-06:02:25,96.75
03-16-06:02:45,97
03-16-06:03:05,97.5
03-16-06:03:25,97
03-16-06:03:45,97.25
03-16-06:04:05,96.75
03-16-06:04:25,95.75
03-16-06:04:45,95
03-16-06:05:05,94.75
03-16-06:05:25,94.25
03-16-06:05:45,94.75
03-16-06:06:05,94
03-16-06:06:25,95
03-16-06:06:45,95
03-16-06:07:05,95.75
03-16-06:07:25,95
03-16-06:07:45,95
03-16-06:08:05,95
03-16-06:08:25,95
03-16-06:08:45,95
03-16-06:09:05,94.75
03-16-06:09:25,94.25
03-16-06:09:45,94.25
03-16-06:10:05,94.25
03-16-06:10:25,94.25
03-16-06:10:45,94.75
03-16-06:11:05,94.25
03-16-06:11:25,94
03-16-06:11:45,94
03-16-06:12:05,95
03-16-06:12:25,95
03-16-06:12:45,95
03-16-06:13:05,95
03-16-06:13:25,95
03-16-06:13:45,95
03-16-06:14:05,95
03-16-06:14:25,95
03-16-06:14:45,96.25
03-16-06:15:05,97
03-16-06:15:25,97.75
03-16-06:15:46,97.75
03-16-06:16:06,97.75
03-16-06:16:25,96.5
03-16-06:16:46,96
03-16-06:17:06,95.75
03-16-06:17:26,95
03-16-06:17:46,95
03-16-06:18:06,95
03-16-06:18:26,95
03-16-06:18:46,95
03-16-06:19:06,95
03-16-06:19:26,95
03-16-06:19:46,96.25
03-16-06:20:06,96
03-16-06:20:26,95.75
03-16-06:20:46,95.25
03-16-06:21:06,95
03-16-06:21:26,95.5
03-16-06:21:46,95.25
03-16-06:22:06,95
03-16-06:22:26,95
03-16-06:22:46,95.25
03-16-06:23:06,95
03-16-06:23:26,95
03-16-06:23:46,95.25
03-16-06:24:06,95
03-16-06:24:26,95
03-16-06:24:46,95
03-16-06:25:06,95
03-16-06:25:26,95
03-16-06:25:46,95
03-16-06:26:06,95
03-16-06:26:26,95.75
03-16-06:26:46,95.5
03-16-06:27:06,95
03-16-06:27:26,95
03-16-06:27:46,95
03-16-06:28:06,95
03-16-06:28:26,95
03-16-06:28:46,95
03-16-06:29:06,95.25
03-16-06:29:26,95
03-16-06:29:46,95
03-16-06:30:06,95
03-16-06:30:26,95.25
03-16-06:30:46,95
03-16-06:31:06,95
03-16-06:31:26,95
03-16-06:31:46,95
03-16-06:32:06,95
03-16-06:32:26,95
03-16-06:32:46,95
03-16-06:33:06,95
03-16-06:33:26,95
03-16-06:33:46,95
03-16-06:34:06,95
03-16-06:34:26,95.25
03-16-06:34:46,95
03-16-06:35:06,96
03-16-06:35:26,95.75
03-16-06:35:47,95.25
03-16-06:36:07,95
03-16-06:36:27,95
03-16-06:36:47,95.25
03-16-06:37:07,95.75
03-16-06:37:27,95
03-16-06:37:46,95
03-16-06:38:07,95.5
03-16-06:38:27,95
03-16-06:38:47,95
03-16-06:39:07,95.25
03-16-06:39:27,95.25
03-16-06:39:47,95.25
03-16-06:40:07,95.25
03-16-06:40:27,95
03-16-06:40:47,95
03-16-06:41:07,95
03-16-06:41:27,95.25
03-16-06:41:47,95
03-16-06:42:07,95.25
03-16-06:42:27,95
03-16-06:42:47,95
03-16-06:43:07,95.25
03-16-06:43:27,95
03-16-06:43:47,95.25
03-16-06:44:07,95.25
03-16-06:44:27,95.25
03-16-06:44:47,95.25
03-16-06:45:07,95.25
03-16-06:45:27,94.75
03-16-06:45:47,94.25
03-16-06:46:07,94.25
03-16-06:46:27,94.25
03-16-06:46:47,94.5
03-16-06:47:07,94.25
03-16-06:47:27,94.25
03-16-06:47:47,94.5
03-16-06:48:07,94.25
03-16-06:48:27,94.5
03-16-06:48:47,94.25
03-16-06:49:07,94.25
03-16-06:49:27,94.5
03-16-06:49:47,94.25
03-16-06:50:07,94.25
03-16-06:50:27,94.25
03-16-06:50:47,94.25
03-16-06:51:07,94.25
03-16-06:51:27,94.25
03-16-06:51:47,94.25
03-16-06:52:07,94.25
03-16-06:52:27,94.25
03-16-06:52:47,94.25
03-16-06:53:07,94.25
03-16-06:53:27,94
03-16-06:53:47,94.5
03-16-06:54:08,94.5
03-16-06:54:27,94.5
03-16-06:54:47,94.25
03-16-06:55:08,94.5
03-16-06:55:27,94.25
03-16-06:55:48,94.25
03-16-06:56:08,94.5
03-16-06:56:28,94.5
03-16-06:56:48,94.25
03-16-06:57:08,94.25
03-16-06:57:28,94.25
03-16-06:57:48,94.25
03-16-06:58:08,94.5
03-16-06:58:28,94.5
03-16-06:58:48,94.25
03-16-06:59:08,94.5
03-16-06:59:28,94.25
03-16-06:59:48,94.25
03-16-07:00:08,94.5
03-16-07:00:28,94.25
03-16-07:00:48,94.25
03-16-07:01:08,94.5
03-16-07:01:28,94.5
03-16-07:01:48,94.25
03-16-07:02:08,94.25
03-16-07:02:28,94.25
03-16-07:02:48,94.5
03-16-07:03:08,94.5
03-16-07:03:28,94.25
03-16-07:03:48,94.5
03-16-07:04:08,94.5
03-16-07:04:28,94.25
03-16-07:04:48,94.5
03-16-07:05:08,94.5
03-16-07:05:28,94.25
03-16-07:05:48,94.25
03-16-07:06:08,94.25
03-16-07:06:28,94.25
03-16-07:06:48,94.25
03-16-07:07:08,94.25
03-16-07:07:28,94.5
03-16-07:07:48,94.5
03-16-07:08:08,94.5
03-16-07:08:28,94.25
03-16-07:08:48,94.25
03-16-07:09:08,94.5
03-16-07:09:28,94.25
03-16-07:09:48,94.5
03-16-07:10:08,94.5
03-16-07:10:28,94.5
03-16-07:10:48,94.25
03-16-07:11:08,94.5
03-16-07:11:28,94.5
03-16-07:11:48,94.25
03-16-07:12:08,94.25
03-16-07:12:29,94.25
03-16-07:12:48,94
03-16-07:13:08,94.25
03-16-07:13:28,94.25
03-16-07:13:49,94.25
03-16-07:14:08,94.25
03-16-07:14:28,94.25
03-16-07:14:49,94.25
03-16-07:15:09,94.5
03-16-07:15:29,94.25
03-16-07:15:49,94.25
03-16-07:16:09,94.25
03-16-07:16:29,94.25
03-16-07:16:49,94.25
03-16-07:17:09,94.25
03-16-07:17:29,94.25
03-16-07:17:49,94.25
03-16-07:18:09,94.25
03-16-07:18:29,94.25
03-16-07:18:49,94.25
03-16-07:19:09,94.5
03-16-07:19:29,94.25
03-16-07:19:49,94.5
03-16-07:20:09,94.5
03-16-07:20:29,94.25
03-16-07:20:49,94.25
03-16-07:21:09,94.5
03-16-07:21:29,94.25
03-16-07:21:49,94.25
03-16-07:22:09,94.5
03-16-07:22:29,94
03-16-07:22:49,94
03-16-07:23:09,94.5
03-16-07:23:29,94.5
03-16-07:23:49,94.25
03-16-07:24:09,94.25
03-16-07:24:29,94.5
03-16-07:24:49,94.5
03-16-07:25:09,94.25
03-16-07:25:29,94
03-16-07:25:49,94.25
03-16-07:26:09,94.25
03-16-07:26:29,94.25
03-16-07:26:49,94.25
03-16-07:27:09,94.5
03-16-07:27:29,94.25
03-16-07:27:49,94.25
03-16-07:28:09,94.5
03-16-07:28:29,94.25
03-16-07:28:49,94
03-16-07:29:09,94.25
03-16-07:29:29,94.25
03-16-07:29:49,94
03-16-07:30:09,94.25
03-16-07:30:29,94.25
03-16-07:30:49,94
03-16-07:31:09,94.25
03-16-07:31:29,94.25
03-16-07:31:49,94.25
03-16-07:32:09,94.5
03-16-07:32:29,94.25
03-16-07:32:49,94.25
03-16-07:33:09,94.5
03-16-07:33:29,94.25
03-16-07:33:49,94
03-16-07:34:10,94.5
03-16-07:34:29,94.25
03-16-07:34:50,94.75
03-16-07:35:10,94.75
03-16-07:35:30,94.25
03-16-07:35:50,94.5
03-16-07:36:10,94.5
03-16-07:36:30,94.5
03-16-07:36:50,94.5
03-16-07:37:10,94.5
03-16-07:37:30,94.25
03-16-07:37:50,94.5
03-16-07:38:10,94.25
03-16-07:38:30,94.25
03-16-07:38:50,94.25
03-16-07:39:10,94.5
03-16-07:39:30,94.5
03-16-07:39:50,95.25
03-16-07:40:10,96
03-16-07:40:30,96.25
03-16-07:40:50,96
03-16-07:41:10,96.75
03-16-07:41:30,95.75
03-16-07:41:50,95.25
03-16-07:42:10,95.25
03-16-07:42:30,95.25
03-16-07:42:50,95.25
03-16-07:43:10,95.25
03-16-07:43:30,95
03-16-07:43:50,95
03-16-07:44:10,95
03-16-07:44:30,95
03-16-07:44:50,95
03-16-07:45:10,95.25
03-16-07:45:30,95
03-16-07:45:50,95.5
03-16-07:46:10,95.75
03-16-07:46:30,96
03-16-07:46:50,96.5
03-16-07:47:10,96
