Time,Power
03-15-21:00:15,100.5
03-15-21:00:35,96
03-15-21:00:55,93
03-15-21:01:16,90.5
03-15-21:01:35,88.5
03-15-21:01:55,87
03-15-21:02:16,86.25
03-15-21:02:35,85.5
03-15-21:02:55,84.75
03-15-21:03:15,84.25
03-15-21:03:35,84
03-15-21:03:54,93
03-15-21:04:15,100
03-15-21:04:35,105
03-15-21:04:55,108.5
03-15-21:05:15,110.5
03-15-21:05:35,111.75
03-15-21:05:55,112.25
03-15-21:06:15,113
03-15-21:06:35,113.5
03-15-21:06:55,113.5
03-15-21:07:15,113.25
03-15-21:07:35,113.25
03-15-21:07:55,161
03-15-21:08:15,191.75
03-15-21:08:35,213.75
03-15-21:08:55,230.75
03-15-21:09:15,243.75
03-15-21:09:35,253
03-15-21:09:55,260.5
03-15-21:10:15,265.75
03-15-21:10:35,269.5
03-15-21:10:55,272
03-15-21:11:15,273.75
03-15-21:11:35,274.5
03-15-21:11:55,275
03-15-21:12:15,227.25
03-15-21:12:35,191.5
03-15-21:12:55,164
03-15-21:13:15,143.75
03-15-21:13:35,128.25
03-15-21:13:55,116.75
03-15-21:14:15,107.75
03-15-21:14:35,101
03-15-21:14:55,96.5
03-15-21:15:15,93
03-15-21:15:35,90.75
03-15-21:15:55,88.25
03-15-21:16:15,86.75
03-15-21:16:35,85.25
03-15-21:16:55,84.5
03-15-21:17:15,84
03-15-21:17:35,83.75
03-15-21:17:55,83.25
03-15-21:18:15,83.25
03-15-21:18:36,83
03-15-21:18:55,83.25
03-15-21:19:15,83.25
03-15-21:19:36,83.25
03-15-21:19:56,92.25
03-15-21:20:15,98.75
03-15-21:20:36,103.5
03-15-21:20:56,106.75
03-15-21:21:16,108.75
03-15-21:21:36,110
03-15-21:21:56,111.25
03-15-21:22:16,156.5
03-15-21:22:36,188
03-15-21:22:56,211.75
03-15-21:23:16,229.25
03-15-21:23:36,242.75
03-15-21:23:56,252.25
03-15-21:24:16,259.75
03-15-21:24:36,265
03-15-21:24:56,269
03-15-21:25:16,271.5
03-15-21:25:36,273
03-15-21:25:56,274.5
03-15-21:26:16,233.75
03-15-21:26:36,202.75
03-15-21:26:56,179.5
03-15-21:27:16,162
03-15-21:27:36,142.25
03-15-21:27:56,127.5
03-15-21:28:16,116.25
03-15-21:28:36,107.75
03-15-21:28:56,101
03-15-21:29:16,96.5
03-15-21:29:36,93
03-15-21:29:56,90.75
03-15-21:30:16,88.5
03-15-21:30:36,87
03-15-21:30:56,86.25
03-15-21:31:16,85.5
03-15-21:31:36,84.5
03-15-21:31:56,84
03-15-21:32:16,84
03-15-21:32:36,84
03-15-21:32:56,84
03-15-21:33:16,83.75
03-15-21:33:36,83.25
03-15-21:33:56,83.25
03-15-21:34:16,83
03-15-21:34:36,83.25
03-15-21:34:57,92.5
03-15-21:35:16,99.25
03-15-21:35:36,104.5
03-15-21:35:57,107.75
03-15-21:36:17,109.75
03-15-21:36:36,158
03-15-21:36:57,190
03-15-21:37:17,213.25
03-15-21:37:37,231
03-15-21:37:57,245
03-15-21:38:17,255
03-15-21:38:37,262.25
03-15-21:38:57,267.25
03-15-21:39:17,271.25
03-15-21:39:37,273.75
03-15-21:39:57,275
03-15-21:40:17,276
03-15-21:40:37,218.75
03-15-21:40:57,175.5
03-15-21:41:17,143
03-15-21:41:37,119
03-15-21:41:57,101
03-15-21:42:17,87.5
03-15-21:42:37,77
03-15-21:42:57,62.25
03-15-21:43:17,51
03-15-21:43:37,42.75
03-15-21:43:57,36
03-15-21:44:17,31.5
03-15-21:44:37,27.75
03-15-21:44:57,24.75
03-15-21:45:17,22.5
03-15-21:45:37,21
03-15-21:45:57,20.25
03-15-21:46:17,19.5
03-15-21:46:39,18.75
03-15-21:46:57,18
03-15-21:47:17,18
03-15-21:47:37,18
03-15-21:47:57,18
03-15-21:48:17,18
03-15-21:48:37,18
03-15-21:48:57,18
03-15-21:49:17,18
03-15-21:49:37,18
03-15-21:49:57,18
03-15-21:50:17,18
03-15-21:50:37,27
03-15-21:50:57,33.75
03-15-21:51:17,84.25
03-15-21:51:37,118.5
03-15-21:51:57,143.5
03-15-21:52:17,162.25
03-15-21:52:37,177
03-15-21:52:57,187.75
03-15-21:53:18,194.75
03-15-21:53:37,200
03-15-21:53:57,204
03-15-21:54:17,207.25
03-15-21:54:38,208.75
03-15-21:54:57,209.5
03-15-21:55:18,168.75
03-15-21:55:37,138
03-15-21:55:58,115.5
03-15-21:56:18,98
03-15-21:56:38,85.25
03-15-21:56:58,75.5
03-15-21:57:18,68
03-15-21:57:38,62.75
03-15-21:57:58,58.25
03-15-21:58:18,48.25
03-15-21:58:38,40.5
03-15-21:58:58,34.5
03-15-21:59:18,30
03-15-21:59:38,27
03-15-21:59:58,24.75
03-15-22:00:18,22.5
03-15-22:00:38,21
03-15-22:00:58,20.25
03-15-22:01:18,19.5
03-15-22:01:38,18.75
03-15-22:01:58,18
03-15-22:02:18,18
03-15-22:02:38,18
03-15-22:02:58,18
03-15-22:03:18,18.25
03-15-22:03:38,18
03-15-22:03:58,18
03-15-22:04:18,18
03-15-22:04:38,18
03-15-22:04:58,18
03-15-22:05:18,18
03-15-22:05:38,18
03-15-22:05:58,27
03-15-22:06:18,34
03-15-22:06:38,81.75
03-15-22:06:58,115.75
03-15-22:07:18,141
03-15-22:07:38,160.75
03-15-22:07:58,175.25
03-15-22:08:18,186
03-15-22:08:38,194.25
03-15-22:08:58,200
03-15-22:09:18,204.25
03-15-22:09:38,207.25
03-15-22:09:58,209
03-15-22:10:18,210.25
03-15-22:10:38,169.5
03-15-22:10:58,138.75
03-15-22:11:18,115.5
03-15-22:11:38,98.25
03-15-22:11:58,85.25
03-15-22:12:18,75.5
03-15-22:12:38,68
03-15-22:12:58,62.75
03-15-22:13:18,58.25
03-15-22:13:39,55.25
03-15-22:13:59,53
03-15-22:14:19,44.25
03-15-22:14:39,37.5
03-15-22:14:59,32.25
03-15-22:15:19,28.5
03-15-22:15:39,25.5
03-15-22:15:59,23.25
03-15-22:16:19,22
03-15-22:16:39,21
03-15-22:16:59,20.25
03-15-22:17:19,19.5
03-15-22:17:39,18.75
03-15-22:17:59,18
03-15-22:18:19,18
03-15-22:18:39,18
03-15-22:18:59,18
03-15-22:19:19,18
03-15-22:19:39,18
03-15-22:19:59,18
03-15-22:20:19,18
03-15-22:20:39,18
03-15-22:20:59,18
03-15-22:21:19,18
03-15-22:21:39,18
03-15-22:21:59,74.5
03-15-22:22:19,111.25
03-15-22:22:39,138.75
03-15-22:22:59,158.75
03-15-22:23:19,174
03-15-22:23:39,185.75
03-15-22:23:59,193.5
03-15-22:24:19,199.25
03-15-22:24:39,203.75
03-15-22:24:59,206.5
03-15-22:25:19,208.25
03-15-22:25:39,209.5
03-15-22:25:59,168.75
03-15-22:26:19,138
03-15-22:26:39,115.5
03-15-22:26:59,98.25
03-15-22:27:19,85.5
03-15-22:27:39,75.5
03-15-22:27:59,68
03-15-22:28:19,62.75
03-15-22:28:39,58.25
03-15-22:28:59,48
03-15-22:29:19,40.5
03-15-22:29:39,34.5
03-15-22:29:59,30
03-15-22:30:19,27
03-15-22:30:39,24.75
03-15-22:30:59,22.5
03-15-22:31:19,21
03-15-22:31:39,20.25
03-15-22:31:59,19.5
03-15-22:32:19,18.75
03-15-22:32:39,18
03-15-22:32:59,18
03-15-22:33:20,18
03-15-22:33:39,18
03-15-22:34:00,18
03-15-22:34:20,39.5
03-15-22:34:40,49.5
03-15-22:35:00,56.75
03-15-22:35:20,62
03-15-22:35:40,65.75
03-15-22:36:00,68.25
03-15-22:36:20,80.5
03-15-22:36:40,88.5
03-15-22:37:00,95
03-15-22:37:20,143.75
03-15-22:37:40,178
03-15-22:38:00,204.25
03-15-22:38:20,224.25
03-15-22:38:40,239
03-15-22:39:00,250.25
03-15-22:39:20,257.75
03-15-22:39:40,263.25
03-15-22:40:00,267.5
03-15-22:40:20,270
03-15-22:40:40,272.25
03-15-22:41:00,274
03-15-22:41:20,233.75
03-15-22:41:40,203
03-15-22:42:00,180.5
03-15-22:42:20,163.25
03-15-22:42:40,150.25
03-15-22:43:00,140.5
03-15-22:43:20,125.75
03-15-22:43:40,114.75
03-15-22:44:00,106.5
03-15-22:44:20,100.5
03-15-22:44:40,96
03-15-22:45:00,93.25
03-15-22:45:20,91
03-15-22:45:40,89.25
03-15-22:46:00,87.75
03-15-22:46:20,86.25
03-15-22:46:40,85.5
03-15-22:47:00,84.75
03-15-22:47:20,84
03-15-22:47:40,84.25
03-15-22:48:00,84
03-15-22:48:20,84
03-15-22:48:40,84.25
03-15-22:49:01,84.25
03-15-22:49:20,84.25
03-15-22:49:40,84.25
03-15-22:50:00,84.25
03-15-22:50:20,84
03-15-22:50:40,84
03-15-22:51:01,93
03-15-22:51:21,100
03-15-22:51:41,105
03-15-22:52:00,108.5
03-15-22:52:21,110.5
03-15-22:52:41,157.75
03-15-22:53:01,189.25
03-15-22:53:21,212.25
03-15-22:53:41,230
03-15-22:54:01,243.75
03-15-22:54:21,253.5
03-15-22:54:41,260.75
03-15-22:55:01,265.75
03-15-22:55:21,269.25
03-15-22:55:41,272.25
03-15-22:56:01,274.25
03-15-22:56:21,275.25
03-15-22:56:41,267.25
03-15-22:57:01,228.5
03-15-22:57:21,199.25
03-15-22:57:41,177.25
03-15-22:58:01,161
03-15-22:58:21,148.75
03-15-22:58:41,139
03-15-22:59:01,125.25
03-15-22:59:21,114.75
03-15-22:59:41,106.5
03-15-23:00:01,100.5
03-15-23:00:21,96
03-15-23:00:41,93
03-15-23:01:01,90.75
03-15-23:01:21,88.5
03-15-23:01:41,86.75
03-15-23:02:01,85.75
03-15-23:02:21,84.75
03-15-23:02:41,83.75
03-15-23:03:01,83
03-15-23:03:21,83.25
03-15-23:03:41,83
03-15-23:04:01,83.25
03-15-23:04:21,83
03-15-23:04:41,83.25
03-15-23:05:01,83.25
03-15-23:05:21,83.5
03-15-23:05:41,83.25
03-15-23:06:01,83
03-15-23:06:21,92.75
03-15-23:06:41,98.75
03-15-23:07:01,103.5
03-15-23:07:21,106.75
03-15-23:07:41,109
03-15-23:08:01,154.5
03-15-23:08:22,186.5
03-15-23:08:41,210.25
03-15-23:09:01,229
03-15-23:09:21,243
03-15-23:09:41,253.75
03-15-23:10:01,261
03-15-23:10:22,266.75
03-15-23:10:42,270.5
03-15-23:11:02,273.25
03-15-23:11:22,275.25
03-15-23:11:42,276.25
03-15-23:12:02,235.5
03-15-23:12:22,205
03-15-23:12:42,182.25
03-15-23:13:02,165
03-15-23:13:22,150.75
03-15-23:13:42,140.75
03-15-23:14:02,133.25
03-15-23:14:22,128
03-15-23:14:42,117.25
03-15-23:15:02,107.25
03-15-23:15:22,101.25
03-15-23:15:42,96.5
03-15-23:16:02,93.25
03-15-23:16:22,89.25
03-15-23:16:42,86
03-15-23:17:02,130.75
03-15-23:17:22,161.5
03-15-23:17:42,185
03-15-23:18:02,203
03-15-23:18:22,217
03-15-23:18:42,227
03-15-23:19:02,234.5
03-15-23:19:22,239.75
03-15-23:19:42,243
03-15-23:20:02,246
03-15-23:20:22,248
03-15-23:20:42,249.5
03-15-23:21:02,250
03-15-23:21:22,250.25
03-15-23:21:42,233.75
03-15-23:22:02,220.75
03-15-23:22:22,220
03-15-23:22:42,178.5
03-15-23:23:02,147
03-15-23:23:23,123.5
03-15-23:23:42,105.25
03-15-23:24:02,91.5
03-15-23:24:22,80.75
03-15-23:24:42,72.5
03-15-23:25:02,66.25
03-15-23:25:22,61.75
03-15-23:25:42,58
03-15-23:26:02,55.5
03-15-23:26:22,53.25
03-15-23:26:42,51.75
03-15-23:27:02,50.25
03-15-23:27:22,49.5
03-15-23:27:42,48.5
03-15-23:28:02,47.75
03-15-23:28:22,47
03-15-23:28:43,47
03-15-23:29:02,47
03-15-23:29:22,47
03-15-23:29:43,47
03-15-23:30:03,47
03-15-23:30:22,47
03-15-23:30:43,47
03-15-23:31:04,39.75
03-15-23:31:23,33.75
03-15-23:31:43,29.25
03-15-23:32:03,26.25
03-15-23:32:23,24
03-15-23:32:43,22.5
03-15-23:33:03,21
03-15-23:33:23,20.25
03-15-23:33:43,19.5
03-15-23:34:05,62.5
03-15-23:34:23,93.5
03-15-23:34:43,116.75
03-15-23:35:03,134.25
03-15-23:35:23,147.75
03-15-23:35:43,157.5
03-15-23:36:03,165
03-15-23:36:23,171
03-15-23:36:43,175
03-15-23:37:03,177.75
03-15-23:37:23,179.25
03-15-23:37:43,180.5
03-15-23:38:03,139.5
03-15-23:38:23,117.75
03-15-23:38:43,101.25
03-15-23:39:03,89.25
03-15-23:39:23,80
03-15-23:39:43,73
03-15-23:40:03,67.5
03-15-23:40:23,62.75
03-15-23:40:43,58.75
03-15-23:41:03,55.75
03-15-23:41:23,53.5
03-15-23:41:43,51.75
03-15-23:42:03,50.25
03-15-23:42:23,49.5
03-15-23:42:43,48.75
03-15-23:43:03,48
03-15-23:43:23,47.75
03-15-23:43:43,47
03-15-23:44:03,47
03-15-23:44:23,47
03-15-23:44:43,47
03-15-23:45:03,47
03-15-23:45:23,47
03-15-23:45:43,47
03-15-23:46:03,47
03-15-23:46:23,47
03-15-23:46:43,39.75
03-15-23:47:03,33.75
03-15-23:47:24,29.25
03-15-23:47:43,26.25
03-15-23:48:03,24
03-15-23:48:24,22.5
03-15-23:48:44,21
03-15-23:49:04,67
03-15-23:49:24,97.25
03-15-23:49:44,119.5
03-15-23:50:04,136.25
03-15-23:50:24,149.5
03-15-23:50:44,159.25
03-15-23:51:04,166.25
03-15-23:51:24,171.75
03-15-23:51:44,175.25
03-15-23:52:04,177.75
03-15-23:52:24,179.25
03-15-23:52:44,180.5
03-15-23:53:04,179.25
03-15-23:53:24,178.75
03-15-23:53:44,232
03-15-23:54:04,230
03-15-23:54:24,229.25
03-15-23:54:44,228.5
03-15-23:55:04,227.25
03-15-23:55:24,226
03-15-23:55:44,224.75
03-15-23:56:04,222.75
03-15-23:56:24,221
03-15-23:56:44,220
03-15-23:57:04,219.25
03-15-23:57:24,218.25
03-15-23:57:45,175.5
03-15-23:58:04,143.25
03-15-23:58:24,119.25
03-15-23:58:44,101.25
03-15-23:59:04,87.75
03-15-23:59:24,77
03-15-23:59:44,69.5
03-16-00:00:04,63.5
03-16-00:00:25,59
03-16-00:00:44,56
03-16-00:01:05,53.75
03-16-00:01:24,44.25
03-16-00:01:44,37.5
03-16-00:02:04,32.25
03-16-00:02:24,28.5
03-16-00:02:44,24
03-16-00:03:04,22.5
03-16-00:03:25,21
03-16-00:03:44,20.25
03-16-00:04:04,19.5
03-16-00:04:25,18
03-16-00:04:45,62
03-16-00:05:05,93.75
03-16-00:05:25,117.25
03-16-00:05:44,135.5
03-16-00:06:04,149
03-16-00:06:25,159.5
03-16-00:06:45,166.5
03-16-00:07:05,171.75
03-16-00:07:25,175.25
03-16-00:07:45,178
03-16-00:08:05,180.25
03-16-00:08:25,181.25
03-16-00:08:45,210.5
03-16-00:09:05,212.75
03-16-00:09:25,212.5
03-16-00:09:45,214.5
03-16-00:10:05,216.25
03-16-00:10:25,217.5
03-16-00:10:45,218
03-16-00:11:05,218.25
03-16-00:11:25,218
03-16-00:11:45,217.75
03-16-00:12:05,217
03-16-00:12:25,216.75
03-16-00:12:45,216
03-16-00:13:05,174
03-16-00:13:25,142.5
03-16-00:13:45,118.5
03-16-00:14:05,100.5
03-16-00:14:25,86.75
03-16-00:14:45,76.5
03-16-00:15:05,68.75
03-16-00:15:25,62.75
03-16-00:15:45,58.25
03-16-00:16:05,55.25
03-16-00:16:25,53
03-16-00:16:45,44.25
03-16-00:17:05,37.5
03-16-00:17:25,32.25
03-16-00:17:45,28.5
03-16-00:18:05,25.5
03-16-00:18:25,23.25
03-16-00:18:47,21.75
03-16-00:19:05,20.25
03-16-00:19:25,19.5
03-16-00:19:47,18.75
03-16-00:20:05,18
03-16-00:20:25,18
03-16-00:20:45,39.5
03-16-00:21:05,49.25
03-16-00:21:26,56.25
03-16-00:21:46,61.5
03-16-00:22:05,65.5
03-16-00:22:28,68.5
03-16-00:22:46,71.25
03-16-00:23:06,73.75
03-16-00:23:25,75
03-16-00:23:46,76.75
03-16-00:24:08,86.5
03-16-00:24:26,93.75
03-16-00:24:46,99.25
03-16-00:25:06,147.25
03-16-00:25:26,181.75
03-16-00:25:46,206.5
03-16-00:26:06,226
03-16-00:26:26,240.75
03-16-00:26:46,251.25
03-16-00:27:06,259.5
03-16-00:27:26,265.5
03-16-00:27:46,269.5
03-16-00:28:06,272.5
03-16-00:28:26,274.75
03-16-00:28:46,275.75
03-16-00:29:06,234.5
03-16-00:29:26,203.5
03-16-00:29:46,180.25
03-16-00:30:06,163
03-16-00:30:26,150.25
03-16-00:30:46,140.5
03-16-00:31:06,133
03-16-00:31:26,127.75
03-16-00:31:46,123.5
03-16-00:32:06,120.25
03-16-00:32:26,111
03-16-00:32:46,104.25
03-16-00:33:06,99
03-16-00:33:26,95.5
03-16-00:33:46,92.25
03-16-00:34:06,90
03-16-00:34:26,88.5
03-16-00:34:46,87
03-16-00:35:06,86.25
03-16-00:35:26,85.5
03-16-00:35:46,84.5
03-16-00:36:06,84
03-16-00:36:26,84
03-16-00:36:46,84
03-16-00:37:06,84
03-16-00:37:26,84
03-16-00:37:46,84
03-16-00:38:06,84.25
03-16-00:38:26,84
03-16-00:38:46,84
03-16-00:39:06,84
03-16-00:39:26,83.75
03-16-00:39:46,150
03-16-00:40:06,185.25
03-16-00:40:26,211.25
03-16-00:40:46,231
03-16-00:41:06,245.75
03-16-00:41:26,256
03-16-00:41:46,263.75
03-16-00:42:06,268.75
03-16-00:42:26,272
03-16-00:42:47,274.75
03-16-00:43:06,276
03-16-00:43:26,277.25
03-16-00:43:47,277.75
03-16-00:44:07,236.25
03-16-00:44:27,205.5
03-16-00:44:47,182.25
03-16-00:45:07,164.75
03-16-00:45:27,151.25
03-16-00:45:47,141.5
03-16-00:46:07,134.25
03-16-00:46:27,129
03-16-00:46:47,125.25
03-16-00:47:07,122
03-16-00:47:27,119.75
03-16-00:47:47,117.5
03-16-00:48:07,108.75
03-16-00:48:27,102.25
03-16-00:48:47,97.5
03-16-00:49:07,93.75
03-16-00:49:27,90.75
03-16-00:49:47,88.5
03-16-00:50:07,87
03-16-00:50:27,86.25
03-16-00:50:47,85.5
03-16-00:51:07,84.75
03-16-00:51:27,84
03-16-00:51:47,84
03-16-00:52:07,84
03-16-00:52:27,84
03-16-00:52:47,84.25
03-16-00:53:07,84.25
03-16-00:53:27,84
03-16-00:53:47,84
03-16-00:54:07,84.25
03-16-00:54:27,84
03-16-00:54:47,84.25
03-16-00:55:07,128.25
03-16-00:55:27,168.5
03-16-00:55:47,198.75
03-16-00:56:07,221.75
03-16-00:56:27,238.5
03-16-00:56:47,251
03-16-00:57:07,260.25
03-16-00:57:27,266.5
03-16-00:57:47,270.75
03-16-00:58:07,273.5
03-16-00:58:27,276
03-16-00:58:47,277.75
03-16-00:59:07,236.5
03-16-00:59:27,205.75
03-16-00:59:47,182.5
03-16-01:00:08,165
03-16-01:00:28,152
03-16-01:00:47,142.5
03-16-01:01:08,134.75
03-16-01:01:28,128.75
03-16-01:01:48,124.25
03-16-01:02:08,121.25
03-16-01:02:28,119
03-16-01:02:48,117.5
03-16-01:03:08,116
03-16-01:03:28,115.25
03-16-01:03:48,107.25
03-16-01:04:08,101.25
03-16-01:04:28,96.5
03-16-01:04:48,93
03-16-01:05:08,90.75
03-16-01:05:28,88.5
03-16-01:05:48,86.75
03-16-01:06:08,85.5
03-16-01:06:28,84.75
03-16-01:06:48,84
03-16-01:07:08,84
03-16-01:07:28,84
03-16-01:07:48,84
03-16-01:08:08,83.75
03-16-01:08:28,83.25
03-16-01:08:48,83.25
03-16-01:09:08,83.5
03-16-01:09:28,83.5
03-16-01:09:48,83.5
03-16-01:10:08,129.25
03-16-01:10:28,160.25
03-16-01:10:48,183.5
03-16-01:11:08,200.75
03-16-01:11:28,223
03-16-01:11:48,240.25
03-16-01:12:08,253.25
03-16-01:12:28,262
03-16-01:12:48,268
03-16-01:13:08,272
03-16-01:13:28,275
03-16-01:13:48,277
03-16-01:14:08,236.25
03-16-01:14:28,205.75
03-16-01:14:48,182.5
03-16-01:15:08,165.25
03-16-01:15:28,152.5
03-16-01:15:48,142.75
03-16-01:16:08,135
03-16-01:16:29,129.75
03-16-01:16:48,125.25
03-16-01:17:08,122.25
03-16-01:17:28,120
03-16-01:17:48,118.5
03-16-01:18:08,117
03-16-01:18:29,116.25
03-16-01:18:49,115.5
03-16-01:19:09,114.5
03-16-01:19:28,106.75
03-16-01:19:49,100.75
03-16-01:20:09,96
03-16-01:20:29,93.25
03-16-01:20:49,91
03-16-01:21:09,89.5
03-16-01:21:29,88
03-16-01:21:49,87.25
03-16-01:22:09,86.5
03-16-01:22:29,85.5
03-16-01:22:49,85
03-16-01:23:09,85
03-16-01:23:29,85
03-16-01:23:49,85
03-16-01:24:09,85
03-16-01:24:29,85
03-16-01:24:49,85
03-16-01:25:09,85
03-16-01:25:29,85
03-16-01:25:49,85.25
03-16-01:26:09,68.25
03-16-01:26:29,65.75
03-16-01:26:49,62
03-16-01:27:09,60.25
03-16-01:27:29,58.25
03-16-01:27:49,56.5
03-16-01:28:09,54.75
03-16-01:28:29,53
03-16-01:28:49,52.25
03-16-01:29:09,51.25
03-16-01:29:29,50.5
03-16-01:29:49,49.75
03-16-01:30:09,48.75
03-16-01:30:29,48
03-16-01:30:49,48
03-16-01:31:09,48
03-16-01:31:29,47.75
03-16-01:31:49,47.25
03-16-01:32:09,47.25
03-16-01:32:29,47
03-16-01:32:49,47
03-16-01:33:09,47
03-16-01:33:29,47
03-16-01:33:49,47
03-16-01:34:09,47
03-16-01:34:29,39.75
03-16-01:34:50,33.75
03-16-01:35:09,29.25
03-16-01:35:29,26.25
03-16-01:35:50,24
03-16-01:36:10,22.5
03-16-01:36:29,21
03-16-01:36:49,20.25
03-16-01:37:10,19.5
03-16-01:37:30,18.75
03-16-01:37:50,18
03-16-01:38:10,18
03-16-01:38:30,65
03-16-01:38:50,95.75
03-16-01:39:10,118
03-16-01:39:30,135.75
03-16-01:39:50,148.75
03-16-01:40:10,158.75
03-16-01:40:30,166.25
03-16-01:40:50,172
03-16-01:41:10,176.5
03-16-01:41:30,179.5
03-16-01:41:50,181.5
03-16-01:42:10,192
03-16-01:42:30,200
03-16-01:42:50,205.75
03-16-01:43:10,209
03-16-01:43:30,211.5
03-16-01:43:50,212.25
03-16-01:44:10,213
03-16-01:44:30,213.5
03-16-01:44:50,172
03-16-01:45:10,141.25
03-16-01:45:30,118
03-16-01:45:50,100.5
03-16-01:46:10,87
03-16-01:46:30,77.25
03-16-01:46:50,69.75
03-16-01:47:10,63.75
03-16-01:47:30,59.25
03-16-01:47:50,56.25
03-16-01:48:10,53.75
03-16-01:48:30,51.5
03-16-01:48:50,50
03-16-01:49:10,49.25
03-16-01:49:30,48.5
03-16-01:49:50,47.75
03-16-01:50:10,47
03-16-01:50:30,47
03-16-01:50:50,47
03-16-01:51:10,39.75
03-16-01:51:30,33.75
03-16-01:51:50,29.25
03-16-01:52:10,26.25
03-16-01:52:30,24
03-16-01:52:50,22.5
03-16-01:53:10,21
03-16-01:53:30,20.25
03-16-01:53:50,19.5
03-16-01:54:11,64.5
03-16-01:54:31,95.25
03-16-01:54:50,118.25
03-16-01:55:11,135.5
03-16-01:55:31,148.75
03-16-01:55:51,158.25
03-16-01:56:11,165.5
03-16-01:56:31,170.75
03-16-01:56:51,174.25
03-16-01:57:11,177
03-16-01:57:31,179.25
03-16-01:57:51,180.25
03-16-01:58:11,180.75
03-16-01:58:31,139.5
03-16-01:58:51,108.75
03-16-01:59:11,85.5
03-16-01:59:31,68.25
03-16-01:59:51,64.5
03-16-02:00:11,61.75
03-16-02:00:31,59.25
03-16-02:00:51,57.5
03-16-02:01:11,55.5
03-16-02:01:31,54
03-16-02:01:51,53
03-16-02:02:11,52
03-16-02:02:31,51.25
03-16-02:02:51,50.5
03-16-02:03:11,49.75
03-16-02:03:31,49
03-16-02:03:51,48.75
03-16-02:04:11,48
03-16-02:04:31,48
03-16-02:04:51,48
03-16-02:05:11,47.75
03-16-02:05:31,47.25
03-16-02:05:51,47.25
03-16-02:06:11,47
