Time,Power
03-16-02:06:31,47
03-16-02:06:51,47
03-16-02:07:11,47
03-16-02:07:31,47
03-16-02:07:51,47
03-16-02:08:11,47
03-16-02:08:31,39.75
03-16-02:08:51,40.25
03-16-02:09:11,77.25
03-16-02:09:31,104.5
03-16-02:09:51,124.75
03-16-02:10:11,140.5
03-16-02:10:31,152.5
03-16-02:10:51,161.25
03-16-02:11:11,167.75
03-16-02:11:31,172.25
03-16-02:11:52,175.5
03-16-02:12:11,177.75
03-16-02:12:31,179
03-16-02:12:52,180.25
03-16-02:13:12,139.75
03-16-02:13:32,108.75
03-16-02:13:52,85.5
03-16-02:14:12,68.25
03-16-02:14:32,55.5
03-16-02:14:52,45.75
03-16-02:15:12,38.25
03-16-02:15:32,33
03-16-02:15:52,38.25
03-16-02:16:12,42.25
03-16-02:16:32,45
03-16-02:16:52,47
03-16-02:17:12,48
03-16-02:17:32,48.75
03-16-02:17:52,48.5
03-16-02:18:12,48.25
03-16-02:18:32,48.25
03-16-02:18:52,48.25
03-16-02:19:12,48.25
03-16-02:19:32,48
03-16-02:19:52,48.25
03-16-02:20:12,48
03-16-02:20:32,48
03-16-02:20:52,47.75
03-16-02:21:12,47
03-16-02:21:32,47.25
03-16-02:21:52,47
03-16-02:22:12,47
03-16-02:22:32,47
03-16-02:22:52,47
03-16-02:23:12,47
03-16-02:23:32,47
03-16-02:23:52,39.75
03-16-02:24:12,77.75
03-16-02:24:32,104.25
03-16-02:24:52,124.75
03-16-02:25:12,139.75
03-16-02:25:32,151.5
03-16-02:25:52,160.25
03-16-02:26:12,167
03-16-02:26:32,172
03-16-02:26:52,175.5
03-16-02:27:12,177.75
03-16-02:27:32,196
03-16-02:27:52,209.5
03-16-02:28:12,176.75
03-16-02:28:32,152.5
03-16-02:28:53,134.5
03-16-02:29:12,120.5
03-16-02:29:32,110
03-16-02:29:53,102.5
03-16-02:30:13,96.75
03-16-02:30:32,92.75
03-16-02:30:53,89.75
03-16-02:31:13,87.25
03-16-02:31:33,95
03-16-02:31:53,100.75
03-16-02:32:13,104.75
03-16-02:32:33,107.5
03-16-02:32:53,109
03-16-02:33:13,110.75
03-16-02:33:33,111.25
03-16-02:33:53,112
03-16-02:34:13,112.25
03-16-02:34:33,112.5
03-16-02:34:53,112.25
03-16-02:35:13,112.5
03-16-02:35:33,112.25
03-16-02:35:53,112.25
03-16-02:36:13,112.25
03-16-02:36:33,112
03-16-02:36:53,112.25
03-16-02:37:13,112
03-16-02:37:33,112
03-16-02:37:53,112.25
03-16-02:38:13,112
03-16-02:38:33,112.25
03-16-02:38:53,112
03-16-02:39:13,112.25
03-16-02:39:33,123.25
03-16-02:39:53,156
03-16-02:40:13,179.5
03-16-02:40:33,197.25
03-16-02:40:53,211.75
03-16-02:41:13,222
03-16-02:41:33,230
03-16-02:41:53,235.75
03-16-02:42:13,239
03-16-02:42:33,242.25
03-16-02:42:53,244
03-16-02:43:13,245.75
03-16-02:43:33,245.75
03-16-02:43:53,204.75
03-16-02:44:13,173.75
03-16-02:44:33,150.5
03-16-02:44:53,133.25
03-16-02:45:13,120.5
03-16-02:45:33,110.75
03-16-02:45:53,103.25
03-16-02:46:13,98.25
03-16-02:46:33,94.25
03-16-02:46:53,91.5
03-16-02:47:13,89.25
03-16-02:47:34,96.75
03-16-02:47:54,101.75
03-16-02:48:13,105.5
03-16-02:48:33,108.25
03-16-02:48:53,110
03-16-02:49:14,111.5
03-16-02:49:33,112
03-16-02:49:53,112.75
03-16-02:50:14,112.25
03-16-02:50:54,112.25
03-16-02:51:14,112.25
03-16-02:51:34,112.25
03-16-02:51:38,112.5
03-16-02:51:54,112.25
03-16-02:52:14,112
03-16-02:52:34,112.5
03-16-02:52:54,112.25
03-16-02:53:14,112.25
03-16-02:53:34,112
03-16-02:53:54,112.25
03-16-02:54:14,112
03-16-02:54:34,112
03-16-02:54:54,159.5
03-16-02:55:14,182.5
03-16-02:55:34,199.25
03-16-02:55:54,212.25
03-16-02:56:14,222.5
03-16-02:56:34,229.75
03-16-02:56:54,235
03-16-02:57:14,239.25
03-16-02:57:34,242.5
03-16-02:57:54,244.5
03-16-02:58:14,245.75
03-16-02:58:34,246.5
03-16-02:58:54,205.5
03-16-02:59:14,174.5
03-16-02:59:34,151.5
03-16-02:59:54,134
03-16-03:00:14,121.5
03-16-03:00:34,111.5
03-16-03:00:54,104
03-16-03:01:14,99
03-16-03:01:34,95
03-16-03:01:54,92.25
03-16-03:02:14,89.75
03-16-03:02:34,98
03-16-03:02:54,87
03-16-03:03:14,78.75
03-16-03:03:34,71.75
03-16-03:03:55,66.25
03-16-03:04:14,62.25
03-16-03:04:34,59.25
03-16-03:04:55,56.75
03-16-03:05:14,54.25
03-16-03:05:34,52.75
03-16-03:05:55,51
03-16-03:06:15,50.5
03-16-03:06:34,49.5
03-16-03:06:54,48.75
03-16-03:07:15,48
03-16-03:07:35,48
03-16-03:07:54,48
03-16-03:08:15,48
03-16-03:08:35,47.5
03-16-03:08:55,46.75
03-16-03:09:15,46
03-16-03:09:35,46
03-16-03:09:55,46
03-16-03:10:15,46
03-16-03:10:35,38.75
03-16-03:10:55,32.75
03-16-03:11:15,28.25
03-16-03:11:35,25.25
03-16-03:11:55,23
03-16-03:12:15,21.5
03-16-03:12:35,20
03-16-03:12:55,19.25
03-16-03:13:15,18.5
03-16-03:13:35,17.75
03-16-03:13:55,17
03-16-03:14:15,17
03-16-03:14:35,17
03-16-03:14:55,17
03-16-03:15:15,17
03-16-03:15:35,17
03-16-03:15:55,17
03-16-03:16:15,17
03-16-03:16:35,17
03-16-03:16:55,17
03-16-03:17:15,17
03-16-03:17:35,28
03-16-03:17:55,34
03-16-03:18:15,38.75
03-16-03:18:35,41.5
03-16-03:18:55,43.5
03-16-03:19:15,44.75
03-16-03:19:35,45.25
03-16-03:19:55,45.75
03-16-03:20:15,45.75
03-16-03:20:35,45.75
03-16-03:20:55,45.75
03-16-03:21:15,45.5
03-16-03:21:35,45.5
03-16-03:21:55,45.5
03-16-03:22:15,45.5
03-16-03:22:35,45.5
03-16-03:22:55,45.25
03-16-03:23:15,45.25
03-16-03:23:35,45.25
03-16-03:23:55,45.25
03-16-03:24:15,45.25
03-16-03:24:36,45.25
03-16-03:24:55,45.25
03-16-03:25:16,45.25
03-16-03:25:36,38
03-16-03:25:56,32.75
03-16-03:26:16,28.25
03-16-03:26:36,25.25
03-16-03:26:56,23
03-16-03:27:16,21.5
03-16-03:27:36,20
03-16-03:27:56,19.25
03-16-03:28:16,18.5
03-16-03:28:36,17.75
03-16-03:28:56,17
03-16-03:29:16,17
03-16-03:29:36,17
03-16-03:29:56,17
03-16-03:30:16,17
03-16-03:30:36,17
03-16-03:30:56,17
03-16-03:31:16,17
03-16-03:31:36,17
03-16-03:31:56,17
03-16-03:32:16,17
03-16-03:32:36,17
03-16-03:32:56,17
03-16-03:33:16,26
03-16-03:33:36,32.75
03-16-03:33:56,37
03-16-03:34:16,40.5
03-16-03:34:36,42.5
03-16-03:34:56,44
03-16-03:35:16,45.25
03-16-03:35:36,45.75
03-16-03:35:56,45.75
03-16-03:36:16,45.75
03-16-03:36:36,45.5
03-16-03:36:56,45.5
03-16-03:37:16,45.5
03-16-03:37:36,45.5
03-16-03:37:56,45.25
03-16-03:38:16,45.5
03-16-03:38:36,45.25
03-16-03:38:56,45.25
03-16-03:39:16,45.25
03-16-03:39:36,45.25
03-16-03:39:56,45.25
03-16-03:40:16,45.25
03-16-03:40:36,45.25
03-16-03:40:56,38
03-16-03:41:16,32.75
03-16-03:41:37,28.25
03-16-03:41:57,25.25
03-16-03:42:17,23
03-16-03:42:37,21.5
03-16-03:42:57,20
03-16-03:43:17,19.25
03-16-03:43:37,18.5
03-16-03:43:57,17.75
03-16-03:44:17,17
03-16-03:44:37,17
03-16-03:44:57,17
03-16-03:45:17,17
03-16-03:45:37,17
03-16-03:45:57,17
03-16-03:46:17,17
03-16-03:46:37,17
03-16-03:46:57,17
03-16-03:47:17,17
03-16-03:47:37,17
03-16-03:47:57,17
03-16-03:48:17,17
03-16-03:48:37,17
03-16-03:48:57,17
03-16-03:49:17,26
03-16-03:49:37,32.75
03-16-03:49:57,37.25
03-16-03:50:17,40.75
03-16-03:50:37,42.75
03-16-03:50:57,44
03-16-03:51:17,45.25
03-16-03:51:37,46
03-16-03:51:57,46.5
03-16-03:52:17,46.5
03-16-03:52:37,46.5
03-16-03:52:57,46.25
03-16-03:53:17,46.25
03-16-03:53:37,46.25
03-16-03:53:58,46.25
03-16-03:54:17,46
03-16-03:54:37,46.25
03-16-03:54:57,46
03-16-03:55:17,46
03-16-03:55:37,46
03-16-03:55:57,46
03-16-03:56:17,46
03-16-03:56:37,46
03-16-03:56:57,46
03-16-03:57:17,38.75
03-16-03:57:37,32.75
03-16-03:57:57,28.25
03-16-03:58:17,25.25
03-16-03:58:37,23
03-16-03:58:57,21.5
03-16-03:59:18,20
03-16-03:59:37,19.25
03-16-03:59:58,18.5
03-16-04:00:18,17.75
03-16-04:00:37,17
03-16-04:00:58,17
03-16-04:01:18,17
03-16-04:01:38,38.25
03-16-04:01:58,47.5
03-16-04:02:36,54
03-16-04:02:38,59.5
03-16-04:02:58,64
03-16-04:03:18,67.25
03-16-04:03:38,70.25
03-16-04:03:58,73
03-16-04:04:18,75
03-16-04:04:38,75.75
03-16-04:04:58,85.25
03-16-04:05:18,93
03-16-04:05:38,99.25
03-16-04:05:58,103
03-16-04:06:18,106
03-16-04:06:38,108
03-16-04:06:58,109.5
03-16-04:07:18,110
03-16-04:07:38,110.75
03-16-04:07:58,110.5
03-16-04:08:18,110.75
03-16-04:08:38,110.5
03-16-04:08:58,110.75
03-16-04:09:18,110
03-16-04:09:38,110.25
03-16-04:09:58,110.25
03-16-04:10:18,110.25
03-16-04:10:38,110.25
03-16-04:10:58,110.5
03-16-04:11:18,110.5
03-16-04:11:38,110.5
03-16-04:11:58,110.25
03-16-04:12:18,103
03-16-04:12:38,98
03-16-04:12:58,94
03-16-04:13:18,91
03-16-04:13:38,89
03-16-04:13:58,87.5
03-16-04:14:18,86
03-16-04:14:38,85.25
03-16-04:14:58,84.5
03-16-04:15:18,83.75
03-16-04:15:38,83
03-16-04:15:58,83
03-16-04:16:18,82.75
03-16-04:16:38,82.25
03-16-04:16:58,82.25
03-16-04:17:18,82.25
03-16-04:17:38,82
03-16-04:17:58,82
03-16-04:18:19,82
03-16-04:18:39,82
03-16-04:18:58,82.25
03-16-04:19:19,82
03-16-04:19:38,268
03-16-04:19:59,230.5
03-16-04:20:19,202.25
03-16-04:20:39,181
03-16-04:20:59,165
03-16-04:21:19,152.75
03-16-04:21:39,142.75
03-16-04:21:59,135
03-16-04:22:19,129.75
03-16-04:22:39,125
03-16-04:22:59,122
03-16-04:23:19,120
03-16-04:23:39,118.25
03-16-04:23:59,116.5
03-16-04:24:19,115.25
03-16-04:24:39,114.25
03-16-04:24:59,113.75
03-16-04:25:19,112.5
03-16-04:25:39,112
03-16-04:25:59,111.75
03-16-04:26:19,111.25
03-16-04:26:39,111.25
03-16-04:26:59,111.25
03-16-04:27:19,152.25
03-16-04:27:39,174.75
03-16-04:27:59,191.75
03-16-04:28:19,205.25
03-16-04:28:39,215.75
03-16-04:28:59,223.75
03-16-04:29:19,229.75
03-16-04:29:39,234.75
03-16-04:29:59,238.75
03-16-04:30:19,242
03-16-04:30:39,202
03-16-04:30:59,172.25
03-16-04:31:19,149.5
03-16-04:31:39,132.25
03-16-04:31:59,119.5
03-16-04:32:19,109.75
03-16-04:32:39,102.25
03-16-04:32:59,97
03-16-04:33:19,93.5
03-16-04:33:39,90.5
03-16-04:33:59,88
03-16-04:34:19,86.5
03-16-04:34:39,85
03-16-04:34:59,93.5
03-16-04:35:19,99.25
03-16-04:35:39,103.5
03-16-04:35:59,106.5
03-16-04:36:19,108.5
03-16-04:36:39,109.5
03-16-04:36:59,110.25
03-16-04:37:20,111
03-16-04:37:40,111.5
03-16-04:37:59,111.25
03-16-04:38:19,111.25
03-16-04:38:40,111.25
03-16-04:39:00,111.25
03-16-04:39:20,111.25
03-16-04:39:40,111.25
03-16-04:40:00,111.25
03-16-04:40:20,111.25
03-16-04:40:40,111.25
03-16-04:41:00,111.25
03-16-04:41:20,111.25
03-16-04:41:40,111
03-16-04:42:00,111
03-16-04:42:20,111
03-16-04:42:40,111
03-16-04:43:00,87.5
03-16-04:43:20,69.5
03-16-04:43:40,56
03-16-04:44:00,46.25
03-16-04:44:20,38.75
03-16-04:44:40,32.75
03-16-04:45:00,28.25
03-16-04:45:20,25.25
03-16-04:45:40,23
03-16-04:46:00,21.5
03-16-04:46:20,20
03-16-04:46:40,19.25
03-16-04:47:00,18.5
03-16-04:47:20,17.75
03-16-04:47:40,17
03-16-04:48:00,17
03-16-04:48:20,17
03-16-04:48:40,17
03-16-04:49:00,17
03-16-04:49:20,17
03-16-04:49:40,17
03-16-04:50:00,17
03-16-04:50:20,17
03-16-04:50:40,17
03-16-04:51:00,17
03-16-04:51:20,26
03-16-04:51:40,33
03-16-04:52:00,38
03-16-04:52:20,41.25
03-16-04:52:40,43.25
03-16-04:53:01,44.5
03-16-04:53:20,45.25
03-16-04:53:40,93.25
03-16-04:54:00,122.5
03-16-04:54:20,144
03-16-04:54:41,161
03-16-04:55:00,174
03-16-04:55:20,184.25
03-16-04:55:40,192
03-16-04:56:01,198.25
03-16-04:56:20,203
03-16-04:56:40,206.75
03-16-04:57:01,209
03-16-04:57:20,168.25
03-16-04:57:41,137.5
03-16-04:58:01,114.25
03-16-04:58:21,97
03-16-04:58:40,84.25
03-16-04:59:01,74.5
03-16-04:59:21,59.75
03-16-04:59:41,48.5
03-16-05:00:01,40.25
03-16-05:00:21,34.25
03-16-05:00:41,29.75
03-16-05:01:01,26
03-16-05:01:21,23.75
03-16-05:01:41,21.5
03-16-05:02:01,20
03-16-05:02:21,19.25
03-16-05:02:42,18.5
03-16-05:03:02,17.75
03-16-05:03:22,17
03-16-05:03:42,17
03-16-05:04:02,17
03-16-05:04:22,17
03-16-05:04:42,17
03-16-05:05:02,17
03-16-05:05:22,17
03-16-05:05:42,17
03-16-05:06:02,17
03-16-05:06:22,17
03-16-05:06:42,17
03-16-05:07:02,17
03-16-05:07:22,25.75
03-16-05:07:42,32.25
03-16-05:08:02,37
03-16-05:08:22,40.5
03-16-05:08:42,42.5
03-16-05:09:02,43.75
03-16-05:09:22,44.5
03-16-05:09:42,45
03-16-05:10:02,45.75
03-16-05:10:22,45.75
03-16-05:10:42,45.5
03-16-05:11:02,45.5
03-16-05:11:22,45.5
03-16-05:11:42,45.5
03-16-05:12:02,45.25
03-16-05:12:22,45.25
03-16-05:12:42,45.25
03-16-05:13:02,45.25
03-16-05:13:22,45.25
03-16-05:13:42,45.25
03-16-05:14:02,45.25
03-16-05:14:22,45.25
03-16-05:14:42,45.25
03-16-05:15:02,45.25
03-16-05:15:22,38
03-16-05:15:42,32.75
03-16-05:16:02,28.25
03-16-05:16:22,25.25
03-16-05:16:42,23
03-16-05:17:03,21.5
03-16-05:17:23,67.75
03-16-05:17:42,96
03-16-05:18:03,117
03-16-05:18:23,133.25
03-16-05:18:43,145.75
03-16-05:19:03,155.25
03-16-05:19:23,163
03-16-05:19:43,169.5
03-16-05:20:03,174
03-16-05:20:23,178
03-16-05:20:43,181
03-16-05:21:03,140
03-16-05:21:23,109.25
03-16-05:21:43,86
03-16-05:22:03,68.75
03-16-05:22:23,55.25
03-16-05:22:43,45.5
03-16-05:23:03,38
03-16-05:23:23,41.75
03-16-05:23:43,44
03-16-05:24:03,46.25
03-16-05:24:23,47.25
03-16-05:24:43,47.75
03-16-05:25:03,47.75
03-16-05:25:23,47.5
03-16-05:25:43,47.25
03-16-05:26:03,47.25
03-16-05:26:23,47.25
03-16-05:26:43,47
03-16-05:27:03,47
03-16-05:27:23,47
03-16-05:27:43,47
03-16-05:28:03,47
03-16-05:28:23,47
03-16-05:28:43,46.75
03-16-05:29:03,46
03-16-05:29:23,46
03-16-05:29:43,46
03-16-05:30:03,46
03-16-05:30:23,46
03-16-05:30:43,46
03-16-05:31:03,46
03-16-05:31:23,38.75
03-16-05:31:43,32.75
03-16-05:32:03,28.25
03-16-05:32:23,25.25
03-16-05:32:43,23
03-16-05:33:03,21.5
03-16-05:33:24,20
03-16-05:33:43,19.25
03-16-05:34:04,18.5
03-16-05:34:23,17.75
03-16-05:34:44,17
03-16-05:35:03,17
03-16-05:35:24,17
03-16-05:35:44,17
03-16-05:36:04,17
03-16-05:36:24,17
03-16-05:36:44,17
03-16-05:37:04,17
03-16-05:37:24,17
03-16-05:37:44,17
03-16-05:38:04,17
03-16-05:38:24,17
03-16-05:38:44,17
03-16-05:39:04,26
03-16-05:39:24,80.75
03-16-05:39:44,114.75
03-16-05:40:04,140
03-16-05:40:24,159.5
03-16-05:40:44,173.75
03-16-05:41:04,184.75
03-16-05:41:24,193
03-16-05:41:44,216.5
03-16-05:42:04,232
03-16-05:42:24,243.75
03-16-05:42:44,252.75
03-16-05:43:04,216
03-16-05:43:24,188.5
03-16-05:43:44,168
03-16-05:44:04,153.25
03-16-05:44:24,142
03-16-05:44:44,134
03-16-05:45:04,128
03-16-05:45:24,123.5
03-16-05:45:44,119.25
03-16-05:46:04,116.5
03-16-05:46:24,114.5
03-16-05:46:44,113
03-16-05:47:04,112.25
03-16-05:47:24,104.25
03-16-05:47:44,98.25
03-16-05:48:04,94
03-16-05:48:24,90.75
03-16-05:48:44,88
03-16-05:49:04,86.75
03-16-05:49:24,85.25
03-16-05:49:44,84.5
03-16-05:50:04,83.5
03-16-05:50:24,82.75
03-16-05:50:44,82.25
03-16-05:51:04,82.25
03-16-05:51:25,82
03-16-05:51:44,82.25
03-16-05:52:05,82
03-16-05:52:24,82
03-16-05:52:45,82
03-16-05:53:04,82
03-16-05:53:25,82
03-16-05:53:45,82.25
03-16-05:54:05,82.25
03-16-05:54:25,82
03-16-05:54:45,91
03-16-05:55:05,97.75
03-16-05:55:25,102.5
03-16-05:55:45,105.5
03-16-05:56:05,108
03-16-05:56:25,110
03-16-05:56:45,111.25
03-16-05:57:05,111.5
03-16-05:57:25,111.5
03-16-05:57:45,111.25
03-16-05:58:05,111.5
03-16-05:58:25,111.25
03-16-05:58:45,111.25
03-16-05:59:05,111.25
03-16-05:59:25,111.25
03-16-05:59:45,111.25
03-16-06:00:05,111.25
03-16-06:00:25,111
03-16-06:00:45,111
03-16-06:01:05,111
03-16-06:01:25,154.75
03-16-06:01:45,184.5
03-16-06:02:05,207
03-16-06:02:25,224.75
03-16-06:02:45,230.5
03-16-06:03:06,235.5
03-16-06:03:25,240
03-16-06:03:45,243.75
03-16-06:04:05,246.25
03-16-06:04:25,248
03-16-06:04:45,206.5
03-16-06:05:05,174.75
03-16-06:05:25,151
03-16-06:05:45,133.75
03-16-06:06:05,120.25
03-16-06:06:25,110.5
03-16-06:06:45,103
03-16-06:07:05,98
03-16-06:07:25,94
03-16-06:07:45,91
03-16-06:08:05,88.75
03-16-06:08:25,86.25
03-16-06:08:45,85
03-16-06:09:05,84
03-16-06:09:25,83.75
03-16-06:09:45,82.75
03-16-06:10:06,81.75
03-16-06:10:26,90
03-16-06:10:45,96.75
03-16-06:11:05,101.25
03-16-06:11:25,104.75
03-16-06:11:46,106.5
03-16-06:12:06,108.25
03-16-06:12:26,109.25
03-16-06:12:46,110
03-16-06:13:06,110.75
03-16-06:13:26,110.5
03-16-06:13:46,110.5
03-16-06:14:06,110.25
03-16-06:14:26,110.25
03-16-06:14:46,110.5
03-16-06:15:06,110.25
03-16-06:15:26,110.25
03-16-06:15:46,110
03-16-06:16:06,110.25
03-16-06:16:26,110.25
03-16-06:16:46,110.5
03-16-06:17:06,110.25
03-16-06:17:26,110
03-16-06:17:46,94
03-16-06:18:06,81.75
03-16-06:18:26,65
03-16-06:18:46,53
03-16-06:19:06,44
03-16-06:19:26,37.25
03-16-06:19:46,32
03-16-06:20:06,28.25
03-16-06:20:26,25.25
03-16-06:20:46,23
03-16-06:21:06,21.5
03-16-06:21:26,20
03-16-06:21:46,19.25
03-16-06:22:06,18.5
03-16-06:22:26,68.75
03-16-06:22:46,97.75
03-16-06:23:06,118.5
03-16-06:23:26,134.75
03-16-06:23:46,147
03-16-06:24:06,157
03-16-06:24:26,164.75
03-16-06:24:46,170.5
03-16-06:25:06,175
03-16-06:25:26,178.75
03-16-06:25:46,181.25
03-16-06:26:06,183.25
03-16-06:26:26,184.75
03-16-06:26:46,194.5
03-16-06:27:06,202.25
03-16-06:27:26,207.75
03-16-06:27:46,211.25
03-16-06:28:06,213.75
03-16-06:28:27,215
03-16-06:28:47,216.25
03-16-06:29:06,216.75
03-16-06:29:27,216.25
03-16-06:29:47,216.5
03-16-06:30:07,215.75
03-16-06:30:27,215
03-16-06:30:47,214.75
03-16-06:31:07,213.75
03-16-06:31:27,213
03-16-06:31:47,212.75
03-16-06:32:07,212.25
03-16-06:32:27,212
03-16-06:32:47,212
03-16-06:33:07,212
03-16-06:33:27,211.75
03-16-06:33:47,210.75
03-16-06:34:07,210.25
03-16-06:34:27,210
03-16-06:34:47,203
03-16-06:35:07,197.75
03-16-06:35:27,193.25
03-16-06:35:47,190.25
03-16-06:36:07,187.75
03-16-06:36:27,185.5
03-16-06:36:47,184
03-16-06:37:07,183.25
03-16-06:37:27,182.5
03-16-06:37:47,181.75
03-16-06:38:07,180.75
03-16-06:38:27,180
03-16-06:38:47,180
03-16-06:39:07,180
03-16-06:39:27,139.25
03-16-06:39:47,108.5
03-16-06:40:07,85.25
03-16-06:40:27,68
03-16-06:40:47,55.25
03-16-06:41:07,45.5
03-16-06:41:27,38
03-16-06:41:47,32.75
03-16-06:42:07,28.25
03-16-06:42:27,34.75
03-16-06:42:47,38.5
03-16-06:43:07,41.75
03-16-06:43:27,43.75
03-16-06:43:47,45
03-16-06:44:07,46.25
03-16-06:44:27,46.75
03-16-06:44:47,46.5
03-16-06:45:07,46.5
03-16-06:45:27,46.5
03-16-06:45:47,46.25
03-16-06:46:07,46.25
03-16-06:46:27,87.75
03-16-06:46:48,119.5
03-16-06:47:07,143.5
03-16-06:47:28,161.5
03-16-06:47:48,175
03-16-06:48:08,185
03-16-06:48:27,192.25
03-16-06:48:48,197.25
03-16-06:49:08,201
03-16-06:49:28,203.75
03-16-06:49:48,205.5
03-16-06:50:08,206.5
03-16-06:50:28,200
03-16-06:50:48,195.5
03-16-06:51:08,191.75
03-16-06:51:28,188.5
03-16-06:51:48,145.25
03-16-06:52:08,113
03-16-06:52:28,89
03-16-06:52:48,71
03-16-06:53:08,57.5
03-16-06:53:28,47
03-16-06:53:48,39.5
03-16-06:54:08,33.5
03-16-06:54:28,29
03-16-06:54:48,26
03-16-06:55:08,23.75
03-16-06:55:28,21.5
03-16-06:55:48,20
03-16-06:56:08,19.25
03-16-06:56:28,18.5
03-16-06:56:48,17.75
03-16-06:57:08,17
03-16-06:57:28,17
03-16-06:57:48,17
03-16-06:58:08,26
03-16-06:58:28,32.75
03-16-06:58:48,37.25
03-16-06:59:08,86.25
03-16-06:59:28,120
03-16-06:59:48,144.75
03-16-07:00:08,162.5
03-16-07:00:28,176.25
03-16-07:00:48,186.5
03-16-07:01:08,193.5
03-16-07:01:28,198.75
03-16-07:01:48,202.25
03-16-07:02:08,205.25
03-16-07:02:28,207.25
03-16-07:02:48,208.25
03-16-07:03:08,209
03-16-07:03:28,209.75
03-16-07:03:48,168.25
03-16-07:04:08,137.5
03-16-07:04:28,114.25
03-16-07:04:49,97
03-16-07:05:08,84
03-16-07:05:28,74.5
03-16-07:05:49,67
03-16-07:06:09,61.5
03-16-07:06:28,50
03-16-07:06:48,41.75
03-16-07:07:08,35
03-16-07:07:28,30.5
03-16-07:07:49,26.75
03-16-07:08:09,23.75
03-16-07:08:29,21.5
03-16-07:08:49,20
03-16-07:09:09,19.25
03-16-07:09:29,18.5
03-16-07:09:49,17.75
03-16-07:10:09,17
03-16-07:10:29,17
03-16-07:10:49,33.75
03-16-07:11:09,44
03-16-07:11:29,52.25
03-16-07:11:49,58.5
03-16-07:12:09,62.75
03-16-07:12:29,66.25
03-16-07:12:49,69.25
03-16-07:13:09,71.5
03-16-07:13:29,73.25
03-16-07:13:49,85.5
03-16-07:14:09,138.5
03-16-07:14:29,175.25
03-16-07:14:49,201.75
03-16-07:15:09,221.5
03-16-07:15:29,236.5
03-16-07:15:49,247.25
03-16-07:16:09,255.25
03-16-07:16:29,261.25
03-16-07:16:49,265.75
03-16-07:17:09,268.75
03-16-07:17:29,270.5
03-16-07:17:49,272
03-16-07:18:09,273.25
03-16-07:18:29,232.75
03-16-07:18:49,201.75
03-16-07:19:09,178.5
03-16-07:19:29,161.25
03-16-07:19:49,148.25
03-16-07:20:09,138.5
03-16-07:20:29,131.25
03-16-07:20:49,126
03-16-07:21:09,122
03-16-07:21:29,119
03-16-07:21:49,116.5
03-16-07:22:09,107.75
03-16-07:22:29,101.25
03-16-07:22:50,96.5
03-16-07:23:09,92.75
03-16-07:23:29,89.75
03-16-07:23:49,87.75
03-16-07:24:09,86.25
03-16-07:24:29,85.25
03-16-07:24:49,84.5
03-16-07:25:10,83.75
03-16-07:25:30,83
03-16-07:25:49,83
03-16-07:26:10,83.25
03-16-07:26:30,83.25
03-16-07:26:50,83.25
03-16-07:27:10,83
03-16-07:27:30,83.25
03-16-07:27:50,83
03-16-07:28:10,82.75
03-16-07:28:30,127.5
03-16-07:28:50,158.75
03-16-07:29:10,181.5
03-16-07:29:30,207.75
03-16-07:29:50,227.75
03-16-07:30:10,242.25
03-16-07:30:30,253
03-16-07:30:50,260.75
03-16-07:31:10,265.75
03-16-07:31:30,268.75
03-16-07:31:50,271
03-16-07:32:10,273.5
03-16-07:32:30,274.5
03-16-07:32:50,233.75
03-16-07:33:10,203
03-16-07:33:30,180.5
03-16-07:33:50,163
03-16-07:34:10,150.25
03-16-07:34:30,140.75
03-16-07:34:50,133
03-16-07:35:10,127.75
03-16-07:35:30,123.25
03-16-07:35:50,120
03-16-07:36:10,117.75
03-16-07:36:30,115.75
03-16-07:36:50,114
03-16-07:37:10,113.25
03-16-07:37:30,105.5
03-16-07:37:50,99.25
03-16-07:38:10,95
03-16-07:38:30,92
03-16-07:38:50,89.75
03-16-07:39:10,87.25
03-16-07:39:30,85.75
03-16-07:39:50,84.5
03-16-07:40:10,83.75
03-16-07:40:30,83
03-16-07:40:50,83.25
03-16-07:41:10,83
03-16-07:41:30,83
03-16-07:41:50,83
03-16-07:42:10,83
03-16-07:42:30,83
03-16-07:42:50,83
03-16-07:43:10,82.75
03-16-07:43:31,82.25
03-16-07:43:50,82.25
03-16-07:44:10,82.25
03-16-07:44:30,82.25
03-16-07:44:50,82
03-16-07:45:10,66
03-16-07:45:30,63
03-16-07:45:50,60.75
03-16-07:46:11,58.5
03-16-07:46:31,56.5
03-16-07:46:51,54.75
03-16-07:47:11,53.25
03-16-07:47:31,52.25
03-16-07:47:51,51.25
03-16-07:48:11,50.5
03-16-07:48:31,49.75
03-16-07:48:51,49
03-16-07:49:11,49
03-16-07:49:31,48.75
03-16-07:49:51,48
03-16-07:50:11,48
03-16-07:50:31,48
03-16-07:50:51,47.75
03-16-07:51:11,47
03-16-07:51:31,93.75
03-16-07:51:51,123.5
03-16-07:52:11,146
03-16-07:52:31,163.75
03-16-07:52:51,176.5
03-16-07:53:11,186.5
03-16-07:53:31,186.75
03-16-07:53:51,186.75
03-16-07:54:11,186.5
03-16-07:54:31,186.25
03-16-07:54:51,186.25
03-16-07:55:11,186
03-16-07:55:31,185.75
03-16-07:55:51,185
03-16-07:56:11,185
03-16-07:56:31,184.5
03-16-07:56:51,183.75
03-16-07:57:11,183
03-16-07:57:31,141.75
